id,number_of_epochs,model,architecture,object,optimizer,loss,learning_rate,sequence_len,number_of_layers,test_r2
106,50,Generation,GRU,solar_30k,Adam,MAPE,0.0001,24,4,-0.424762
106,100,Generation,GRU,solar_30k,Adam,MAPE,0.0001,24,4,-0.423982
106,200,Generation,GRU,solar_30k,Adam,MAPE,0.0001,24,4,-0.434407
106,400,Generation,GRU,solar_30k,Adam,MAPE,0.0001,24,4,-0.441617
107,50,Generation,GRU,solar_30k,Adam,MAPE,0.0001,36,2,-0.336275
107,100,Generation,GRU,solar_30k,Adam,MAPE,0.0001,36,2,-0.362664
107,200,Generation,GRU,solar_30k,Adam,MAPE,0.0001,36,2,-0.371643
107,400,Generation,GRU,solar_30k,Adam,MAPE,0.0001,36,2,-0.412457
108,50,Generation,GRU,solar_30k,Adam,MAPE,0.0001,36,4,-0.428472
108,100,Generation,GRU,solar_30k,Adam,MAPE,0.0001,36,4,-0.441547
108,200,Generation,GRU,solar_30k,Adam,MAPE,0.0001,36,4,-0.435703
108,400,Generation,GRU,solar_30k,Adam,MAPE,0.0001,36,4,-0.440291
109,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.001,1,2,0.935936
109,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.001,1,2,0.928798
109,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.001,1,2,0.923554
109,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.001,1,2,0.936609
110,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.001,1,4,0.945497
110,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.001,1,4,0.923804
110,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.001,1,4,0.932448
110,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.001,1,4,0.941882
115,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,12,2,0.952823
115,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,12,2,0.96005
115,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,12,2,0.947391
115,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,12,2,0.934551
116,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,12,4,0.917783
116,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,12,4,0.930256
116,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,12,4,0.929536
116,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,12,4,0.940432
117,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,24,2,0.940145
117,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,24,2,0.939486
117,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,24,2,0.930706
117,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,24,2,0.920949
118,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,24,4,0.931169
118,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,24,4,0.929476
118,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,24,4,0.935307
118,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,24,4,0.948376
119,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,36,2,0.94046
119,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,36,2,0.924131
119,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,36,2,0.92858
119,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,36,2,0.919112
120,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,36,4,0.910824
120,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,36,4,0.903578
120,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,36,4,0.933551
120,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.001,36,4,0.93813
121,50,Generation,GRU,solar_30k,RMSProp,MAE,0.001,12,2,0.95724
121,100,Generation,GRU,solar_30k,RMSProp,MAE,0.001,12,2,0.956122
121,200,Generation,GRU,solar_30k,RMSProp,MAE,0.001,12,2,0.964298
121,400,Generation,GRU,solar_30k,RMSProp,MAE,0.001,12,2,0.95436
122,50,Generation,GRU,solar_30k,RMSProp,MAE,0.001,12,4,0.960253
122,100,Generation,GRU,solar_30k,RMSProp,MAE,0.001,12,4,0.957902
122,200,Generation,GRU,solar_30k,RMSProp,MAE,0.001,12,4,0.95632
122,400,Generation,GRU,solar_30k,RMSProp,MAE,0.001,12,4,0.943187
123,50,Generation,GRU,solar_30k,RMSProp,MAE,0.001,24,2,0.944141
123,100,Generation,GRU,solar_30k,RMSProp,MAE,0.001,24,2,0.946545
123,200,Generation,GRU,solar_30k,RMSProp,MAE,0.001,24,2,0.961359
123,400,Generation,GRU,solar_30k,RMSProp,MAE,0.001,24,2,0.949135
124,50,Generation,GRU,solar_30k,RMSProp,MAE,0.001,24,4,0.956257
124,100,Generation,GRU,solar_30k,RMSProp,MAE,0.001,24,4,0.965055
124,200,Generation,GRU,solar_30k,RMSProp,MAE,0.001,24,4,0.952958
124,400,Generation,GRU,solar_30k,RMSProp,MAE,0.001,24,4,0.946992
125,50,Generation,GRU,solar_30k,RMSProp,MAE,0.001,36,2,0.956476
125,100,Generation,GRU,solar_30k,RMSProp,MAE,0.001,36,2,0.964165
125,200,Generation,GRU,solar_30k,RMSProp,MAE,0.001,36,2,0.972255
125,400,Generation,GRU,solar_30k,RMSProp,MAE,0.001,36,2,0.953235
126,50,Generation,GRU,solar_30k,RMSProp,MAE,0.001,36,4,0.915388
126,100,Generation,GRU,solar_30k,RMSProp,MAE,0.001,36,4,0.947003
126,200,Generation,GRU,solar_30k,RMSProp,MAE,0.001,36,4,0.948635
126,400,Generation,GRU,solar_30k,RMSProp,MAE,0.001,36,4,0.951371
127,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.0001,1,2,0.933619
127,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.0001,1,2,0.949162
127,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.0001,1,2,0.94366
127,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.0001,1,2,0.92899
128,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.0001,1,4,0.950322
128,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.0001,1,4,0.954404
128,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.0001,1,4,0.948137
128,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MAE,0.0001,1,4,0.946956
133,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,12,2,0.901659
133,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,12,2,0.939418
133,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,12,2,0.951853
133,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,12,2,0.954325
134,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,12,4,0.867548
134,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,12,4,0.935457
134,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,12,4,0.942627
134,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,12,4,0.932724
135,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,24,2,0.898832
135,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,24,2,0.923069
135,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,24,2,0.941944
135,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,24,2,0.942056
136,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,24,4,0.811194
136,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,24,4,0.860549
136,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,24,4,0.892968
136,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,24,4,0.918939
137,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,36,2,0.913326
137,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,36,2,0.939605
137,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,36,2,0.932464
137,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,36,2,0.945767
138,50,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,36,4,0.844566
138,100,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,36,4,0.907284
138,200,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,36,4,0.933996
138,400,Generation,LSTM,solar_30k,RMSProp,MAE,0.0001,36,4,0.929533
139,50,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,12,2,0.933841
139,100,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,12,2,0.954688
139,200,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,12,2,0.959386
139,400,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,12,2,0.965242
140,50,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,12,4,0.906982
140,100,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,12,4,0.947302
140,200,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,12,4,0.959754
140,400,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,12,4,0.969012
141,50,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,24,2,0.912305
141,100,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,24,2,0.952546
141,200,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,24,2,0.951095
141,400,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,24,2,0.958937
142,50,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,24,4,0.929123
142,100,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,24,4,0.945086
142,200,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,24,4,0.949094
142,400,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,24,4,0.965792
143,50,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,36,2,0.934987
143,100,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,36,2,0.951547
143,200,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,36,2,0.957037
143,400,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,36,2,0.961328
144,50,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,36,4,0.911163
144,100,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,36,4,0.94045
144,200,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,36,4,0.954935
144,400,Generation,GRU,solar_30k,RMSProp,MAE,0.0001,36,4,0.960535
145,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.001,1,2,0.948289
145,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.001,1,2,0.861148
145,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.001,1,2,0.927433
145,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.001,1,2,0.892776
146,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.001,1,4,0.951001
146,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.001,1,4,0.918558
146,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.001,1,4,0.92825
146,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.001,1,4,0.952779
151,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,12,2,0.953423
151,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,12,2,0.950618
151,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,12,2,0.92773
151,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,12,2,0.927968
152,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,12,4,0.925656
152,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,12,4,0.930096
152,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,12,4,0.932601
152,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,12,4,0.928478
153,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,24,2,0.928085
153,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,24,2,0.944948
153,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,24,2,0.943677
153,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,24,2,0.933264
154,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,24,4,0.921775
154,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,24,4,0.933505
154,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,24,4,0.933298
154,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,24,4,0.942449
155,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,36,2,0.93792
155,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,36,2,0.938915
155,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,36,2,0.91486
155,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,36,2,0.907824
156,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,36,4,0.92212
156,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,36,4,0.898625
156,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,36,4,0.915883
156,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.001,36,4,0.932134
157,50,Generation,GRU,solar_30k,RMSProp,MSE,0.001,12,2,0.957104
157,100,Generation,GRU,solar_30k,RMSProp,MSE,0.001,12,2,0.955703
157,200,Generation,GRU,solar_30k,RMSProp,MSE,0.001,12,2,0.956788
157,400,Generation,GRU,solar_30k,RMSProp,MSE,0.001,12,2,0.940789
158,50,Generation,GRU,solar_30k,RMSProp,MSE,0.001,12,4,0.915486
158,100,Generation,GRU,solar_30k,RMSProp,MSE,0.001,12,4,0.95869
158,200,Generation,GRU,solar_30k,RMSProp,MSE,0.001,12,4,0.951612
158,400,Generation,GRU,solar_30k,RMSProp,MSE,0.001,12,4,0.955223
159,50,Generation,GRU,solar_30k,RMSProp,MSE,0.001,24,2,0.947799
159,100,Generation,GRU,solar_30k,RMSProp,MSE,0.001,24,2,0.962209
159,200,Generation,GRU,solar_30k,RMSProp,MSE,0.001,24,2,0.961444
159,400,Generation,GRU,solar_30k,RMSProp,MSE,0.001,24,2,0.950054
160,50,Generation,GRU,solar_30k,RMSProp,MSE,0.001,24,4,0.955654
160,100,Generation,GRU,solar_30k,RMSProp,MSE,0.001,24,4,0.964403
160,200,Generation,GRU,solar_30k,RMSProp,MSE,0.001,24,4,0.951964
160,400,Generation,GRU,solar_30k,RMSProp,MSE,0.001,24,4,0.965759
161,50,Generation,GRU,solar_30k,RMSProp,MSE,0.001,36,2,0.927976
161,100,Generation,GRU,solar_30k,RMSProp,MSE,0.001,36,2,0.961878
161,200,Generation,GRU,solar_30k,RMSProp,MSE,0.001,36,2,0.945473
161,400,Generation,GRU,solar_30k,RMSProp,MSE,0.001,36,2,0.944978
162,50,Generation,GRU,solar_30k,RMSProp,MSE,0.001,36,4,0.959706
162,100,Generation,GRU,solar_30k,RMSProp,MSE,0.001,36,4,0.928236
162,200,Generation,GRU,solar_30k,RMSProp,MSE,0.001,36,4,0.937198
162,400,Generation,GRU,solar_30k,RMSProp,MSE,0.001,36,4,0.942186
163,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.0001,1,2,0.946969
163,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.0001,1,2,0.948899
163,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.0001,1,2,0.946779
163,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.0001,1,2,0.912035
164,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.0001,1,4,0.936712
164,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.0001,1,4,0.939373
164,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.0001,1,4,0.935303
164,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MSE,0.0001,1,4,0.934369
169,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,12,2,0.926552
169,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,12,2,0.941143
169,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,12,2,0.950368
169,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,12,2,0.952475
170,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,12,4,0.89426
170,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,12,4,0.925947
170,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,12,4,0.932906
170,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,12,4,0.931721
171,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,24,2,0.9145
171,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,24,2,0.922134
171,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,24,2,0.940673
171,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,24,2,0.937369
172,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,24,4,0.840774
172,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,24,4,0.907541
172,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,24,4,0.920577
172,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,24,4,0.925786
173,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,36,2,0.914173
173,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,36,2,0.929953
173,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,36,2,0.933473
173,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,36,2,0.926263
174,50,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,36,4,0.868594
174,100,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,36,4,0.877988
174,200,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,36,4,0.896667
174,400,Generation,LSTM,solar_30k,RMSProp,MSE,0.0001,36,4,0.888083
175,50,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,12,2,0.94726
175,100,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,12,2,0.954129
175,200,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,12,2,0.957951
175,400,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,12,2,0.961377
176,50,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,12,4,0.929534
176,100,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,12,4,0.953181
176,200,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,12,4,0.95577
176,400,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,12,4,0.962271
177,50,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,24,2,0.942503
177,100,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,24,2,0.953859
177,200,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,24,2,0.960191
177,400,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,24,2,0.962116
178,50,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,24,4,0.935363
178,100,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,24,4,0.954317
178,200,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,24,4,0.944303
178,400,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,24,4,0.965448
179,50,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,36,2,0.940305
179,100,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,36,2,0.953857
179,200,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,36,2,0.959122
179,400,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,36,2,0.9636
180,50,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,36,4,0.933941
180,100,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,36,4,0.9477
180,200,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,36,4,0.951175
180,400,Generation,GRU,solar_30k,RMSProp,MSE,0.0001,36,4,0.964535
181,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.001,1,2,0.776072
181,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.001,1,2,0.877411
181,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.001,1,2,0.903959
181,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.001,1,2,0.868282
182,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.001,1,4,0.836485
182,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.001,1,4,0.860625
182,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.001,1,4,0.910704
182,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.001,1,4,0.405418
187,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,12,2,-0.445432
187,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,12,2,-0.442737
187,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,12,2,-0.440734
187,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,12,2,-0.444279
188,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,12,4,-0.442467
188,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,12,4,-0.444344
188,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,12,4,-0.438415
188,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,12,4,-0.443356
189,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,24,2,-0.448684
189,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,24,2,-0.444285
189,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,24,2,-0.441961
189,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,24,2,-0.443243
190,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,24,4,-0.447297
190,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,24,4,-0.44133
190,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,24,4,-0.443672
190,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,24,4,-0.442276
191,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,36,2,-0.442661
191,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,36,2,-0.443679
191,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,36,2,-0.444821
191,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,36,2,-0.439814
192,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,36,4,-0.447047
192,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,36,4,-0.445464
192,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,36,4,-0.443343
192,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.001,36,4,-0.439239
193,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,12,2,-0.453027
193,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,12,2,-0.446291
193,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,12,2,-0.447089
193,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,12,2,-0.444071
194,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,12,4,-0.437122
194,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,12,4,-0.445359
194,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,12,4,-0.446062
194,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,12,4,-0.447796
195,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,24,2,-0.460041
195,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,24,2,-0.44887
195,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,24,2,-0.444806
195,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,24,2,-0.44834
196,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,24,4,-0.44797
196,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,24,4,-0.447801
196,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,24,4,-0.443474
196,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,24,4,-0.443721
197,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,36,2,-0.446618
197,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,36,2,-0.450133
197,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,36,2,-0.446921
197,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,36,2,-0.442528
198,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,36,4,-0.442606
198,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,36,4,-0.440312
198,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,36,4,-0.445328
198,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.001,36,4,-0.442803
199,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.0001,1,2,-0.181533
199,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.0001,1,2,0.565288
199,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.0001,1,2,0.785763
199,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.0001,1,2,0.894607
200,50,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.0001,1,4,-0.43648
200,100,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.0001,1,4,0.622648
200,200,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.0001,1,4,0.817314
200,400,Generation,FEEDFORWARD,solar_30k,RMSProp,MAPE,0.0001,1,4,0.894644
205,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,12,2,-0.462744
205,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,12,2,-0.458117
205,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,12,2,-0.454783
205,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,12,2,-0.444773
206,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,12,4,-0.444956
206,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,12,4,-0.444126
206,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,12,4,-0.44337
206,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,12,4,-0.443611
207,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,24,2,-0.487041
207,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,24,2,-0.484677
207,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,24,2,-0.469617
207,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,24,2,-0.454854
208,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,24,4,-0.445783
208,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,24,4,-0.443251
208,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,24,4,-0.443545
208,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,24,4,-0.443937
209,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,36,2,-0.3895
209,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,36,2,-0.441475
209,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,36,2,-0.423374
209,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,36,2,-0.43095
210,50,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,36,4,-0.444453
210,100,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,36,4,-0.44263
