id,number_of_epochs,model,architecture,object,optimizer,loss,learning_rate,sequence_len,number_of_layers,test_r2
318,100,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,36,4,-0.265778
318,200,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,36,4,-0.264978
318,400,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,36,4,-0.264889
319,50,Generation,GRU,solar_5k,Adam,MAPE,0.0001,12,2,-0.268856
319,100,Generation,GRU,solar_5k,Adam,MAPE,0.0001,12,2,-0.266179
319,200,Generation,GRU,solar_5k,Adam,MAPE,0.0001,12,2,-0.267559
319,400,Generation,GRU,solar_5k,Adam,MAPE,0.0001,12,2,-0.269079
320,50,Generation,GRU,solar_5k,Adam,MAPE,0.0001,12,4,-0.26655
320,100,Generation,GRU,solar_5k,Adam,MAPE,0.0001,12,4,-0.267168
320,200,Generation,GRU,solar_5k,Adam,MAPE,0.0001,12,4,-0.264332
320,400,Generation,GRU,solar_5k,Adam,MAPE,0.0001,12,4,-0.264699
321,50,Generation,GRU,solar_5k,Adam,MAPE,0.0001,24,2,-0.254605
321,100,Generation,GRU,solar_5k,Adam,MAPE,0.0001,24,2,-0.266278
321,200,Generation,GRU,solar_5k,Adam,MAPE,0.0001,24,2,-0.264447
321,400,Generation,GRU,solar_5k,Adam,MAPE,0.0001,24,2,-0.265061
322,50,Generation,GRU,solar_5k,Adam,MAPE,0.0001,24,4,-0.2699
322,100,Generation,GRU,solar_5k,Adam,MAPE,0.0001,24,4,-0.266694
322,200,Generation,GRU,solar_5k,Adam,MAPE,0.0001,24,4,-0.263745
322,400,Generation,GRU,solar_5k,Adam,MAPE,0.0001,24,4,-0.265002
323,50,Generation,GRU,solar_5k,Adam,MAPE,0.0001,36,2,-0.248039
323,100,Generation,GRU,solar_5k,Adam,MAPE,0.0001,36,2,-0.265824
323,200,Generation,GRU,solar_5k,Adam,MAPE,0.0001,36,2,-0.263794
323,400,Generation,GRU,solar_5k,Adam,MAPE,0.0001,36,2,-0.265694
324,50,Generation,GRU,solar_5k,Adam,MAPE,0.0001,36,4,-0.266601
324,100,Generation,GRU,solar_5k,Adam,MAPE,0.0001,36,4,-0.266805
324,200,Generation,GRU,solar_5k,Adam,MAPE,0.0001,36,4,-0.263952
324,400,Generation,GRU,solar_5k,Adam,MAPE,0.0001,36,4,-0.26477
325,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.001,1,2,0.926731
325,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.001,1,2,0.93193
325,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.001,1,2,0.952098
325,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.001,1,2,0.942249
326,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.001,1,4,0.936909
326,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.001,1,4,0.954523
326,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.001,1,4,0.941401
326,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.001,1,4,0.93019
331,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,12,2,0.966557
331,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,12,2,0.960558
331,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,12,2,0.97611
331,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,12,2,0.961538
332,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,12,4,0.967032
332,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,12,4,0.962188
332,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,12,4,0.972215
332,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,12,4,0.974785
333,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,24,2,0.974056
333,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,24,2,0.968398
333,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,24,2,0.969117
333,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,24,2,0.951719
334,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,24,4,0.963617
334,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,24,4,0.959386
334,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,24,4,0.964962
334,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,24,4,0.966949
335,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,36,2,0.953197
335,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,36,2,0.973031
335,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,36,2,0.970271
335,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,36,2,0.971437
336,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,36,4,0.95767
336,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,36,4,0.970283
336,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,36,4,0.947969
336,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.001,36,4,0.961535
337,50,Generation,GRU,solar_5k,RMSProp,MAE,0.001,12,2,0.959686
337,100,Generation,GRU,solar_5k,RMSProp,MAE,0.001,12,2,0.97049
337,200,Generation,GRU,solar_5k,RMSProp,MAE,0.001,12,2,0.97664
337,400,Generation,GRU,solar_5k,RMSProp,MAE,0.001,12,2,0.971837
338,50,Generation,GRU,solar_5k,RMSProp,MAE,0.001,12,4,0.968375
338,100,Generation,GRU,solar_5k,RMSProp,MAE,0.001,12,4,0.97811
338,200,Generation,GRU,solar_5k,RMSProp,MAE,0.001,12,4,0.975931
338,400,Generation,GRU,solar_5k,RMSProp,MAE,0.001,12,4,0.976218
339,50,Generation,GRU,solar_5k,RMSProp,MAE,0.001,24,2,0.963932
339,100,Generation,GRU,solar_5k,RMSProp,MAE,0.001,24,2,0.976335
339,200,Generation,GRU,solar_5k,RMSProp,MAE,0.001,24,2,0.972028
339,400,Generation,GRU,solar_5k,RMSProp,MAE,0.001,24,2,0.960446
340,50,Generation,GRU,solar_5k,RMSProp,MAE,0.001,24,4,0.943837
340,100,Generation,GRU,solar_5k,RMSProp,MAE,0.001,24,4,0.970684
340,200,Generation,GRU,solar_5k,RMSProp,MAE,0.001,24,4,0.97416
340,400,Generation,GRU,solar_5k,RMSProp,MAE,0.001,24,4,0.978346
341,50,Generation,GRU,solar_5k,RMSProp,MAE,0.001,36,2,0.970049
341,100,Generation,GRU,solar_5k,RMSProp,MAE,0.001,36,2,0.973816
341,200,Generation,GRU,solar_5k,RMSProp,MAE,0.001,36,2,0.975809
341,400,Generation,GRU,solar_5k,RMSProp,MAE,0.001,36,2,0.976904
342,50,Generation,GRU,solar_5k,RMSProp,MAE,0.001,36,4,0.968812
342,100,Generation,GRU,solar_5k,RMSProp,MAE,0.001,36,4,0.980054
342,200,Generation,GRU,solar_5k,RMSProp,MAE,0.001,36,4,0.966545
342,400,Generation,GRU,solar_5k,RMSProp,MAE,0.001,36,4,0.968257
343,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.0001,1,2,0.925604
343,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.0001,1,2,0.918782
343,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.0001,1,2,0.936998
343,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.0001,1,2,0.967921
344,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.0001,1,4,0.947174
344,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.0001,1,4,0.964797
344,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.0001,1,4,0.968224
344,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MAE,0.0001,1,4,0.963615
349,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,12,2,0.920246
349,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,12,2,0.94587
349,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,12,2,0.958933
349,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,12,2,0.971933
350,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,12,4,0.918214
350,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,12,4,0.922589
350,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,12,4,0.960933
350,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,12,4,0.956935
351,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,24,2,0.935632
351,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,24,2,0.95465
351,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,24,2,0.966884
351,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,24,2,0.971443
352,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,24,4,0.906859
352,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,24,4,0.931945
352,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,24,4,0.957198
352,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,24,4,0.948066
353,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,36,2,0.924798
353,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,36,2,0.951413
353,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,36,2,0.963795
353,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,36,2,0.976545
354,50,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,36,4,0.909188
354,100,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,36,4,0.962444
354,200,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,36,4,0.966293
354,400,Generation,LSTM,solar_5k,RMSProp,MAE,0.0001,36,4,0.94544
355,50,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,12,2,0.919405
355,100,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,12,2,0.949282
355,200,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,12,2,0.952731
355,400,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,12,2,0.959974
356,50,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,12,4,0.935858
356,100,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,12,4,0.947181
356,200,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,12,4,0.944651
356,400,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,12,4,0.959966
357,50,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,24,2,0.938341
357,100,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,24,2,0.948171
357,200,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,24,2,0.952763
357,400,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,24,2,0.949949
358,50,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,24,4,0.948127
358,100,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,24,4,0.949424
358,200,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,24,4,0.961104
358,400,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,24,4,0.958179
359,50,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,36,2,0.933289
359,100,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,36,2,0.94161
359,200,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,36,2,0.958349
359,400,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,36,2,0.959976
360,50,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,36,4,0.936234
360,100,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,36,4,0.954656
360,200,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,36,4,0.960053
360,400,Generation,GRU,solar_5k,RMSProp,MAE,0.0001,36,4,0.965022
361,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.001,1,2,0.946336
361,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.001,1,2,0.966573
361,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.001,1,2,0.958502
361,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.001,1,2,0.945745
362,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.001,1,4,0.881234
362,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.001,1,4,0.940462
362,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.001,1,4,0.945823
362,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.001,1,4,0.906683
367,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,12,2,0.961084
367,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,12,2,0.965804
367,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,12,2,0.952159
367,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,12,2,0.952867
368,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,12,4,0.953719
368,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,12,4,0.96215
368,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,12,4,0.963702
368,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,12,4,0.952306
369,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,24,2,0.959047
369,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,24,2,0.969208
369,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,24,2,0.941005
369,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,24,2,0.949446
370,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,24,4,0.964657
370,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,24,4,0.953709
370,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,24,4,0.951982
370,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,24,4,0.952819
371,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,36,2,0.966775
371,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,36,2,0.960901
371,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,36,2,0.922225
371,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,36,2,0.94538
372,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,36,4,0.969758
372,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,36,4,0.964682
372,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,36,4,0.957561
372,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.001,36,4,0.955302
373,50,Generation,GRU,solar_5k,RMSProp,MSE,0.001,12,2,0.958134
373,100,Generation,GRU,solar_5k,RMSProp,MSE,0.001,12,2,0.962112
373,200,Generation,GRU,solar_5k,RMSProp,MSE,0.001,12,2,0.958384
373,400,Generation,GRU,solar_5k,RMSProp,MSE,0.001,12,2,0.953267
374,50,Generation,GRU,solar_5k,RMSProp,MSE,0.001,12,4,0.946136
374,100,Generation,GRU,solar_5k,RMSProp,MSE,0.001,12,4,0.97008
374,200,Generation,GRU,solar_5k,RMSProp,MSE,0.001,12,4,0.968709
374,400,Generation,GRU,solar_5k,RMSProp,MSE,0.001,12,4,0.974995
375,50,Generation,GRU,solar_5k,RMSProp,MSE,0.001,24,2,0.963616
375,100,Generation,GRU,solar_5k,RMSProp,MSE,0.001,24,2,0.974719
375,200,Generation,GRU,solar_5k,RMSProp,MSE,0.001,24,2,0.96717
375,400,Generation,GRU,solar_5k,RMSProp,MSE,0.001,24,2,0.956758
376,50,Generation,GRU,solar_5k,RMSProp,MSE,0.001,24,4,0.972028
376,100,Generation,GRU,solar_5k,RMSProp,MSE,0.001,24,4,0.972599
376,200,Generation,GRU,solar_5k,RMSProp,MSE,0.001,24,4,0.958761
376,400,Generation,GRU,solar_5k,RMSProp,MSE,0.001,24,4,0.967584
377,50,Generation,GRU,solar_5k,RMSProp,MSE,0.001,36,2,0.968117
377,100,Generation,GRU,solar_5k,RMSProp,MSE,0.001,36,2,0.976325
377,200,Generation,GRU,solar_5k,RMSProp,MSE,0.001,36,2,0.971051
377,400,Generation,GRU,solar_5k,RMSProp,MSE,0.001,36,2,0.970711
378,50,Generation,GRU,solar_5k,RMSProp,MSE,0.001,36,4,0.96742
378,100,Generation,GRU,solar_5k,RMSProp,MSE,0.001,36,4,0.975721
378,200,Generation,GRU,solar_5k,RMSProp,MSE,0.001,36,4,0.965718
378,400,Generation,GRU,solar_5k,RMSProp,MSE,0.001,36,4,0.972165
379,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.0001,1,2,0.922428
379,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.0001,1,2,0.944552
379,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.0001,1,2,0.967246
379,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.0001,1,2,0.967986
380,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.0001,1,4,0.922943
380,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.0001,1,4,0.945459
380,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.0001,1,4,0.967384
380,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MSE,0.0001,1,4,0.941667
385,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,12,2,0.93451
385,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,12,2,0.952972
385,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,12,2,0.959781
385,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,12,2,0.968221
386,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,12,4,0.923452
386,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,12,4,0.94013
386,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,12,4,0.942538
386,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,12,4,0.954128
387,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,24,2,0.945936
387,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,24,2,0.948246
387,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,24,2,0.962969
387,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,24,2,0.962061
388,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,24,4,0.904347
388,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,24,4,0.940165
388,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,24,4,0.960839
388,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,24,4,0.932732
389,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,36,2,0.939298
389,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,36,2,0.949235
389,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,36,2,0.962863
389,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,36,2,0.961333
390,50,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,36,4,0.893383
390,100,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,36,4,0.9491
390,200,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,36,4,0.951363
390,400,Generation,LSTM,solar_5k,RMSProp,MSE,0.0001,36,4,0.939629
391,50,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,12,2,0.924533
391,100,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,12,2,0.946502
391,200,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,12,2,0.940156
391,400,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,12,2,0.962553
392,50,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,12,4,0.950528
392,100,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,12,4,0.93993
392,200,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,12,4,0.960014
392,400,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,12,4,0.966323
393,50,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,24,2,0.943257
393,100,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,24,2,0.944448
393,200,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,24,2,0.958112
393,400,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,24,2,0.958595
394,50,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,24,4,0.950774
394,100,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,24,4,0.956255
394,200,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,24,4,0.963985
394,400,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,24,4,0.972996
395,50,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,36,2,0.943123
395,100,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,36,2,0.947591
395,200,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,36,2,0.957118
395,400,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,36,2,0.964838
396,50,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,36,4,0.921855
396,100,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,36,4,0.949733
396,200,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,36,4,0.960964
396,400,Generation,GRU,solar_5k,RMSProp,MSE,0.0001,36,4,0.973163
397,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.001,1,2,0.727549
397,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.001,1,2,0.855089
397,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.001,1,2,0.324195
397,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.001,1,2,0.700789
398,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.001,1,4,-0.264886
398,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.001,1,4,-0.265417
398,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.001,1,4,-0.263666
398,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.001,1,4,-0.266037
403,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,12,2,-0.267015
403,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,12,2,-0.266122
403,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,12,2,-0.266023
403,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,12,2,-0.266142
404,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,12,4,-0.266578
404,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,12,4,-0.268002
404,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,12,4,-0.262051
404,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,12,4,-0.267473
405,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,24,2,-0.266767
405,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,24,2,-0.265461
405,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,24,2,-0.265552
405,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,24,2,-0.266993
406,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,24,4,-0.265881
406,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,24,4,-0.265386
406,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,24,4,-0.266037
406,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,24,4,-0.265602
407,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,36,2,-0.265923
407,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,36,2,-0.266342
407,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,36,2,-0.266692
407,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,36,2,-0.262146
408,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,36,4,-0.267318
408,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,36,4,-0.265767
408,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,36,4,-0.262087
408,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.001,36,4,-0.265723
409,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,12,2,-0.268566
409,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,12,2,-0.26693
409,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,12,2,-0.26695
409,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,12,2,-0.270155
410,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,12,4,-0.250148
410,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,12,4,-0.252735
410,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,12,4,-0.2698
410,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,12,4,-0.26867
411,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,24,2,-0.2713
411,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,24,2,-0.269932
411,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,24,2,-0.270137
411,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,24,2,-0.266582
412,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,24,4,-0.268616
412,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,24,4,-0.267248
412,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,24,4,-0.266789
412,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,24,4,-0.26599
413,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,36,2,-0.267459
413,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,36,2,-0.267471
413,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,36,2,-0.264631
413,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,36,2,-0.266664
414,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,36,4,-0.267907
414,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,36,4,-0.266792
414,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,36,4,-0.267374
414,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.001,36,4,-0.269058
415,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.0001,1,2,0.386504
415,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.0001,1,2,0.677155
415,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.0001,1,2,0.835565
415,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.0001,1,2,0.903168
416,50,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.0001,1,4,-0.165614
416,100,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.0001,1,4,0.829277
416,200,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.0001,1,4,0.869944
416,400,Generation,FEEDFORWARD,solar_5k,RMSProp,MAPE,0.0001,1,4,0.821407
421,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,12,2,-0.249948
421,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,12,2,-0.256784
421,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,12,2,-0.261535
421,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,12,2,-0.263528
422,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,12,4,-0.265801
422,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,12,4,-0.265315
422,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,12,4,-0.264957
422,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,12,4,-0.264707
